Product_Name,Selling Price,MRP,Items Bought Last Month,Ratings
"Whirlpool 7.5 Kg 5 Star Turbo Dry Semi-Automatic Top Loading Washing Machine ( ACE 7.5 TRB DRY MAX Grey Dazzle, 5 YR, 10 MIN Quick Drying)","₹12,390","16,650",50+ bought in past month,4.0 out of 5 stars 105
"Bosch 7 Kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ20069In, Black grey, AI Active Water Plus, In-Built Heater)","₹30,490","49,990",50+ bought in past month,3.7 out of 5 stars 18
"IFB 6.5 Kg 5 Star Fully Automatic Top Load Washing Machine Aqua Conserve (TL-RSS 6.5KG AQUA, Light Grey, Hard Water Wash, 4 Years Comprehensive Warranty)","₹19,790","22,050",,4.3 out of 5 stars 862
"Godrej 9 Kg 5 Star Active Soak Technology Semi-Automatic Top Load Washing Machine (WS EDGEPRO 90 5.0 PPB3 WNRD, Wine Red, With Rain Shower Spin)","₹14,790","22,000",,4.1 out of 5 stars 85
"Whirlpool 7 KG 5 Star, Supersoak Technology Semi Automatic Top Load Washing Machine (ACE 7.0 Super Soak (Wine)) (Wine)","₹10,990","14,000",50+ bought in past month,4.7 out of 5 stars 10
"Samsung 7 Kg 5 Star Inverter Fully Automatic Top Loading Washing Machine (WA70BG4545BDTL Versailles Gray, Ecobubble)","₹20,990","25,000",,4.2 out of 5 stars 41
"LG 8 Kg 5 Star Smart Inverter TurboDrum Fully Automatic Top Loading Washing Machine (T80SPSF1Z, Punch + 3, 2023 Model, Middle Free Silver)","₹21,990","28,990",,5.0 out of 5 stars 1
"Havells-Lloyd 8.0 Kg Semi Automatic Top Load Washing Machine GLWMS80IDMDE, Dark Maroon, Active Soak",,,50+ bought in past month,3.7 out of 5 stars 10
"LG 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine Appliance (P7010NBAZ, Dark Blue)","₹11,991","16,990",,4.3 out of 5 stars 100
"IFB 5.5 kg Front Load Fully-automatic Dryer (TURBO DRY,white,Inbuilt Heater, Allergy Free Technology",,,,3.8 out of 5 stars 496
"IFB 7 Kg 5 Star Front Load Washing Machine 2X Power Steam (SERENA ZSS 7010, Silver & Black, In-built Heater, 4 years Comprehensive Warranty)","₹32,600","38,990",,4.3 out of 5 stars 514
"IFB 7.0 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-REGS 7.0KG AQUA, Medium Grey, 2X Power Steam, 4 Years Comprehensive Warranty)","₹20,331","24,350",50+ bought in past month,3.8 out of 5 stars 53
"Whirlpool 6 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 6 GENX, Grey, ZPF Technology)","₹13,490","17,600",1K+ bought in past month,"4.2 out of 5 stars 6,090"
"Whirlpool 7.5 Kg 5 Star Stainwash Pro Fully Automatic Top Load Washing Machine (Stainwash Pro H 7.5, Kg 5 Star with In-Built Heater), Grey","₹17,890","25,750",1K+ bought in past month,"4.1 out of 5 stars 6,616"
"Acer 7.0 Kg Quad Wash Series Fully-Automatic Top Load Washing Machine (AiSense, HelixFlow Pulsator, Pro-Foam Tub, 5 Star Energy Rating, CareTec Wash, AR70FATLP1EC, 2023 Model, Grey)","₹13,499","31,999",,4.3 out of 5 stars 38
"Samsung 8.5 KG 5 Star Semi-Automatic Top Load Washing Machine Appliance (WT85B4200RR/TL,LIGHT GRAY)","₹13,849","18,200",,4.1 out of 5 stars 44
DMR 46-1218 Single Tub Washing Machine with steel dryer basket - Blue,"₹5,999","7,999",50+ bought in past month,"3.7 out of 5 stars 1,965"
"Whirlpool 8.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 8.5 TURBO DRY, Wine Dazzle)","₹13,199","19,900",,4.3 out of 5 stars 578
"Samsung 10 Kg 5 Star Wi-Fi Enabled Inverter Fully Automatic Top Loading Washing Machine (WA10BG4546BDTL Versailles Gray, Ecobubble)","₹25,300","30,990",50+ bought in past month,3.5 out of 5 stars 86
"TOXIC Latest Mini Washing Machine Portable Folding Washing Machine Bucket Washer Single Person Use Mobile Foldable Washing & Spin Dry for Camping,Travel, Lightweight and Easy to Carry (0.8 KG (NEW))","₹1,987","4,999",50+ bought in past month,3.5 out of 5 stars 37
